dataset_name,overall_accuracy,dataset_num_items,dataset_total_chars,approximate_duplicates,avg_activation_sparsity,avg_grad_norm,avg_grad_sparsity,avg_input_length,avg_output_length,avg_param_change,base_model_perplexity,base_perplexity_std,catastrophic_forgetting,embedding_outlier_ratio,gradient_consistency,initial_loss,input_length_std,input_ttr,io_length_ratio,io_similarity,landscape_flatness,loss_decay_rate,loss_stability,output_length_std,output_ngram_repetition,output_ttr,reference_perplexity,reference_perplexity_std,semantic_consistency,semantic_diversity,special_char_ratio,vocab_complexity,learning_rate,batch_size
sample68,0.355168996,3990,2708387.192,0.511420925,0.889176519,0.099093445,0.561691648,58.26414518,58.05415467,6.613280169,24.4590279,4.408108257,0.531179535,0.49909095,0.286152281,4.48255009,118.3020872,0.956536251,1.140637564,0.019874208,0.607429011,0.697966715,0.478049511,84.76635807,0.467532543,0.862884649,26.36131979,5.00900364,5.87E-08,1.003956011,0.215118682,0.011018486,0.0002,16
sample69,0.229008561,6569,2280366.142,0.827178723,0.501183308,0.10069809,0.658070173,55.99719547,64.96077897,6.797490472,32.48858671,5.783827953,0.535542613,0.798105769,0,5.169040052,131.1471169,0.954099904,1.103091446,0.260053702,0.409413747,0.801977127,0.296801739,90.45132686,0.701383327,0.865823024,34.83054003,6.901673864,6.46E-08,1.003427856,0.196096119,0.001421966,0.0002,32
sample70,0.349742452,4408,3093229.524,0.48678931,0.570514654,0.099584753,0.574086081,54.86489729,69.84893471,6.645749358,25.82502047,4.711088495,0.537327091,0.622751651,0.277406297,4.71499082,118.3247867,0.922934616,1.215151981,0.183483453,0.586537094,0.521850196,0.388060356,88.03409356,0.647338265,0.874327516,32.73506189,4.888387812,7.59E-08,1.003998407,0.199582095,0.083108409,0.0002,8
sample71,0.662476855,790,2933247,0.094328201,0.626017714,0.097802784,0.081753567,59.9706,67.3446,7.068857383,11.82093127,1.068502139,0.549536975,0.051946553,0.657325075,3.953244464,179.3384357,0.943962491,1.122960251,0.436228032,0.747095552,0.802385958,0.896620698,100.8422483,0.027254487,0.87354137,9.929554081,1.060237451,7.56E-08,1.00000092,0.145971202,0.189018006,0.0002,8
sample72,0.282618862,4440,2739903.701,0.591336822,0.527418478,0.10021494,0.629757616,57.63758464,62.13347852,6.557528546,33.8101207,5.45919496,0.548411873,0.655521282,0.255768272,4.862884023,127.0149121,0.949817117,0.889939633,0.054679817,0.494977086,0.628924562,0.393606401,82.2909179,0.543088621,0.855966891,30.85855403,5.815237465,7.50E-08,1.012486224,0.137847092,0.052539279,0.0002,8
sample73,0.289860629,4208,2813790.177,0.555267221,0.519639842,0.099537233,0.608891221,54.85458714,59.13333696,6.939345178,37.41777222,5.441564283,0.535926399,0.703047629,0.204640951,5.0329431,116.9871517,0.960791932,1.251847024,0.047108735,0.541111148,0.5,0.459839389,74.68487898,0.705597021,0.890970537,31.84687741,5.786647922,7.25E-08,1.002300737,0.131446993,0.122587675,0.0002,16
sample74,0.252409148,6354,2932395.274,0.624224149,0.368518801,0.099081277,0.59139365,54.14560535,66.9381971,6.762061049,36.45146203,5.046959603,0.546703779,0.716862418,0.173445155,5.080891197,110.2456076,0.951902009,1.158182337,0.148923963,0.416469186,0.890673404,0.289062374,84.48394404,0.507479867,0.869012169,37.59986719,6.154390999,6.98E-08,1.006071586,0.267994139,0.259840186,0.0003,32
sample75,0.329355629,3653,3027830.944,0.516833044,0.3,0.099144633,0.581511703,54.96205167,65.57444241,6.743901835,32.89011836,4.520099448,0.529446284,0.639791206,0.20501838,4.65198782,118.9141936,0.937106899,0.977079436,0.209597341,0.501494825,0.683388823,0.443023782,85.62629705,0.597108358,0.877262117,30.91126488,4.214823164,1.08E-07,0.999564174,0.205899189,0.078578109,0.0002,8
sample76,0.2099,7945,2683298.536,0.689752769,0.607283385,0.098679897,0.795051359,60.21347173,60.07671391,6.702343677,43.05804665,5.762455293,0.545520214,0.776765688,0.045519963,5.140597832,110.2513112,0.930969613,1.423857966,0.07558634,0.462523915,0.735162186,0.244392004,86.87150827,0.750350083,0.85917362,32.68827097,6.894919824,8.49E-08,0.99257186,0.206313777,0.25458353,0.0003,8
sample77,0.61274026,978,3059160.303,0.208300496,0.545697929,0.097802784,0.191523053,56.16061471,66.61411058,6.597039591,6.749494046,1.003285156,0.548509964,0.158923774,0.663465832,3.498144328,116.7586802,0.935668904,1.184885177,0.370779809,0.739038924,0.775332091,0.759412338,68.64770262,0.056295664,0.875095161,17.56377218,1.744351942,6.66E-08,1.000834166,0.200981479,0.405259286,0.0003,32
sample78,0.599942744,1084,2731934.68,0.068234765,0.603762037,0.099788119,0.228403255,60.21636162,70.19359362,6.479010171,11.87554492,1.704409359,0.526319912,0.188524197,0.693889315,4.142575183,124.258221,0.951906472,1.064339763,0.211696289,0.71566153,0.791061192,0.787845875,90.30979312,0.107014023,0.86062496,14.84040235,1.733249216,6.78E-08,1.001965609,0.265104159,0.181861681,0.0003,16
sample79,0.540265823,705,2950514.516,0.29988102,0.314596859,0.09819141,0.324066483,54.89276505,64.34507367,6.560815824,19.7097123,1.85776885,0.53212148,0.208762457,0.633218631,3.997307647,132.696347,0.937823829,1.182665934,0.353870936,0.687147415,0.663875336,0.682194942,86.79066524,0.098305736,0.883199249,20.31935779,2.340434801,6.57E-08,0.999559484,0.202282756,0.119505424,0.0002,16
sample80,0.2301,10221,2849988.944,0.678203173,0.3,0.099999913,0.731183826,58.36861375,62.77681771,6.40642637,33.94800504,5.799490303,0.543567971,0.766765815,0.151261834,4.59846897,134.0624684,0.930031602,1.118583398,0,0.470443848,0.69481538,0.280390746,82.31844802,0.665299436,0.875960812,32.76099974,7.196877534,7.34E-08,1.004825233,0.180617431,0,0.0002,8
sample81,0.210483848,6704,2729810.209,0.738144309,0.9,0.101944231,0.79347962,56.90864606,63.79892376,6.333918884,37.33769031,5.960869044,0.558993835,0.8142425,0.121886561,5.027725779,113.0690989,0.954007554,1.289976896,0,0.405195946,0.788127824,0.268186768,93.32723691,0.77666905,0.870383302,31.79129537,5.456967106,7.43E-08,1.018758084,0.220147461,0.119605105,0.0002,8
sample82,0.682903611,787,3081977.272,0.10854377,0.60393084,0.097802784,0.145249125,58.13165921,63.67166053,6.51434039,7.406509058,1.333503107,0.541121611,0.047171782,0.650348336,3.503759822,118.6460852,0.950195051,1.078782139,0.446215062,0.791694388,0.780844491,0.878587423,86.28369638,0,0.871893637,7.016835465,1.468933143,8.18E-08,1.010201067,0.147298185,0.341870954,0.0002,16
sample83,0.5569,1384,348231,0.16700234,0.635566583,0.098641563,0.299798331,54.255,14.633,6.665338599,18.16351119,1.748220777,0.514905654,0.15953816,0.600442876,3.459841645,11.74086773,0.964489116,0.269707861,0.319458424,0.650735383,0.70946721,0.68990907,6.564625732,0.194666068,0.995183235,13.7371315,2.888818828,6.35E-08,1.000000854,0.164724838,0.235020526,0.0003,16
sample84,0.296641224,7352,2706574.785,0.484155361,0.843984614,0.100090447,0.572962289,57.26556391,65.22111504,6.908790802,31.91654915,5.139857632,0.533043049,0.579476791,0.201619473,5.064876809,123.6796037,0.941025876,1.357958297,0.278121755,0.48979159,0.832793068,0.367516592,93.68319179,0.567792835,0.870118194,38.92421126,4.90636805,5.95E-08,1.002574298,0.162486441,0.053459147,0.0003,32
sample85,0.296812806,3577,2788701.922,0.597485321,0.605040932,0.099628908,0.642386959,57.86445678,66.1204116,6.183619447,27.12199255,5.367668435,0.566406978,0.70330243,0.215938637,4.58007817,113.0345237,0.952698114,1.140620989,0.161810427,0.475784896,0.733201041,0.395598201,84.37911896,0.578556701,0.878387886,26.07099523,4.809744053,8.24E-08,0.995948542,0.200197324,0.092436384,0.0002,32
sample86,0.328249952,5039,2619063.958,0.504028161,0.797488384,0.100516144,0.503975872,53.22679939,69.43610684,6.48966511,31.38420067,5.108135781,0.543950161,0.701156417,0.256151937,4.135149334,119.6684213,0.948563799,1.342187901,0,0.484646887,0.774312969,0.407065604,79.20541716,0.721960998,0.859688799,30.98487462,3.904022176,9.64E-08,1.002087453,0.183907494,0.085848056,0.0003,32
sample87,0.557030726,1058,2722622.282,0.380438341,0.531973313,0.098972546,0.265182216,55.57311654,69.19004933,6.763083088,19.60266437,2.497010608,0.526974461,0.17619625,0.623282478,3.790471585,124.4177253,0.940282676,1.179229336,0.278101567,0.680288962,0.790316071,0.653903347,89.73218781,0.236715421,0.864128562,15.42884572,1.823744626,8.38E-08,0.994818597,0.231450576,0.17622032,0.0003,32
sample88,0.667284125,500,2872598.136,0.08510831,0.608959016,0.098077818,0.060649429,55.04659033,67.91953322,6.746752064,10.10468706,1.169206399,0.532592348,0.185093043,0.851980919,3.310735607,119.5692886,0.937041305,1.005435398,0.470177012,0.799941059,0.856711562,0.837847604,89.16607089,0.114652929,0.893740858,8.686735844,1.289686013,7.04E-08,1.000344183,0.195725607,0.339221378,0.0002,16
sample89,0.278186195,5417,3004584.412,0.528346099,0.574568967,0.098419113,0.651722465,59.04388561,65.39670659,6.736525374,36.50714168,4.805058898,0.552519239,0.705085891,0.145173754,4.599894519,127.3197044,0.941732083,1.251484807,0.064133016,0.500346326,0.717807759,0.365256202,68.90352538,0.580898403,0.878426053,35.00855771,5.308702319,7.66E-08,1.009070684,0.274334931,0.134345842,0.0003,32
sample90,0.587724709,813,2647434.754,0.226497011,0.489359275,0.097913518,0.19829735,52.48129731,65.91863104,6.622860563,17.78730273,2.30092292,0.55209301,0.214415453,0.685588437,4.066622608,118.1535387,0.954698293,1.257553832,0.29390407,0.733306088,0.698948713,0.688898567,84.90172677,0.142317804,0.878599603,10.79186622,1.528723552,7.26E-08,0.999953218,0.221546726,0.388746926,0.0002,16
sample91,0.495468552,1428,2971572.153,0.331987484,0.743205581,0.099116325,0.387062369,60.27580815,66.25280045,6.616391379,20.94094124,3.348839672,0.544904605,0.381888764,0.594493671,3.798765108,119.8687863,0.944068855,1.260252695,0.445206363,0.672562901,0.648872313,0.658970615,84.85670065,0.388610728,0.869699335,13.30292444,2.543498357,7.58E-08,1.002682774,0.191394973,0.296783048,0.0003,16
sample92,0.474456094,2597,2606774.02,0.331866466,0.757678089,0.098539847,0.30726608,52.69446977,62.08893008,6.430900854,15.47536559,3.071766701,0.524149329,0.409689289,0.427295321,4.322015104,131.5420843,0.931102226,1.142402248,0.345587857,0.649779282,0.848286101,0.602618547,77.62858872,0.302127999,0.857875175,21.67158836,2.042099733,6.79E-08,1.006211208,0.203927659,0.241175902,0.0002,8
sample93,0.2401,8407,2585642.564,0.732008331,0.305053293,0.099537516,0.794040837,54.2500279,65.03805229,6.700932694,33.52910395,5.856105483,0.52110136,0.787420887,0.154990466,4.776634714,144.584263,0.946005682,0.732343126,0.109206947,0.515803973,0.602969151,0.282809353,92.44014929,0.702954906,0.866961375,29.06211754,5.349697902,8.14E-08,0.999142104,0.160950571,0.145012416,0.0003,16
sample94,0.656979355,582,2716720.972,0.184825036,0.730204029,0.098193005,0.151236831,59.32335578,70.04017863,6.730555784,8.897254952,1.655442955,0.550521514,0.118113942,0.724966758,3.15572125,122.7304727,0.944557536,1.161285381,0.129407679,0.795780996,0.78339476,0.801347188,81.68698821,0.194027555,0.873096509,14.3359249,2.58346439,8.28E-08,1.000889027,0.196684168,0.322211997,0.0002,32
sample95,0.666187,605,2709407.34,0.049664511,0.557129205,0.098854329,0.139375615,57.93181675,66.48424453,6.826169204,6.736990141,0.568518727,0.5377818,0.109251956,0.79308166,3.341103514,131.9609398,0.940734709,0.86623451,0.295640682,0.758789704,0.757073999,0.832970559,90.38475845,0.168126501,0.886835939,8.969127261,1.505778354,8.35E-08,0.998824379,0.117757358,0.32790171,0.0003,8
sample96,0.605724195,692,2687777.262,0.252141902,0.463514348,0.097814775,0.14213366,54.37237076,68.74366809,6.867303015,12.11147657,2.242352185,0.533016358,0.201134211,0.63057154,3.401190885,120.5421203,0.929643613,1.239547812,0.115400556,0.730450528,0.8090161,0.785812357,87.26620973,0.099887124,0.873207218,9.02120879,1.60956555,7.72E-08,0.996843679,0.149360787,0.246864885,0.0003,8
sample97,0.454242239,1629,3171443.449,0.494502548,0.519970072,0.098117343,0.503548589,54.41345186,61.20733581,6.841336919,24.88413127,2.606620564,0.538778,0.349781207,0.384629779,4.324626304,124.5842006,0.936474314,1.280200054,0.263702613,0.57777587,0.78719031,0.56951145,84.16634852,0.423582864,0.854242635,19.29719598,3.844808978,8.19E-08,0.989198796,0.19498362,0.286867427,0.0003,32
sample98,0.284245794,3276,2778153.523,0.657839016,0.337971335,0.099808066,0.621699922,57.38920289,59.63307953,6.27906598,32.47633039,5.179530589,0.549390938,0.630854588,0.210875583,4.718779825,129.3550959,0.960392619,1.259019273,0.076889693,0.444526347,0.885560903,0.289107811,101.9184558,0.736606992,0.853778752,28.29759454,6.069714164,5.35E-08,0.989206983,0.225004646,0.1707513,0.0003,8
sample99,0.293533547,5510,3066094.087,0.689831825,0.652196583,0.098809813,0.536929662,55.25611376,65.55750045,6.520623106,26.88920932,4.933735954,0.547570512,0.692492165,0.280128511,4.51239094,113.9680107,0.952400186,0.913328763,0,0.502564116,0.750225015,0.395646657,90.72173565,0.593748493,0.861500961,38.42516658,5.330685623,7.00E-08,1.009267718,0.219808633,0.01652354,0.0003,8
sample100,0.546618209,1324,2887979.707,0.318671369,0.794632532,0.097802784,0.190227534,54.69100177,64.73369926,6.80142269,14.0380819,1.019715484,0.558450209,0.326698881,0.514251212,3.38600855,131.7953148,0.934749493,1.206974134,0.205981659,0.716810251,0.795963888,0.699603091,86.27844412,0.257578605,0.886211448,15.8216233,2.342276822,7.92E-08,1.003413871,0.16407293,0.28001231,0.0002,16
sample101,0.639190224,1268,2697787.336,0.132281381,0.580171242,0.097859856,0.060028532,60.68292525,62.29105412,6.48602657,12.2160046,1.300177695,0.549658669,0.148913913,0.654914788,3.411213209,133.9784894,0.966561624,1.207466482,0.386512776,0.733480447,0.746216315,0.860210628,84.08774794,0.098464206,0.868880721,11.01487682,0.5,7.17E-08,0.998392787,0.17651778,0.345749514,0.0003,16
sample102,0.666642928,561,3003356,0.034716255,0.712223587,0.097802784,0,62.181,69.0262,6.28233889,10.17092752,1.211265689,0.538944114,0.004989595,0.741126497,3.473835337,216.7262934,0.94396517,1.110085074,0.312942634,0.755301541,0.720662154,0.855620511,99.32027141,0.053907565,0.872060103,5,1.175622208,7.01E-08,1.000000924,0.202476941,0.32214965,0.0002,8
sample103,0.515268061,1158,2799736.037,0.35706562,0.568814738,0.098846048,0.253144236,59.05978817,60.20337155,6.435867015,20.09521641,2.40463564,0.534820326,0.349374975,0.476844988,4.268995346,111.3076562,0.941441787,1.313075616,0.450737892,0.695038768,0.635333103,0.678988446,94.10151709,0.27969429,0.879647508,19.52598337,3.084589622,7.39E-08,0.996685614,0.201391204,0.320212112,0.0002,16
sample104,0.215563458,6170,2825451.698,0.827857331,0.479400545,0.0997317,0.754413742,60.78859627,67.37779157,6.681627757,37.00322866,6.247741929,0.541387962,0.767222665,0.046655233,4.436895942,96.57427216,0.93139563,1.152180068,0.003995897,0.425115938,0.731511523,0.27311201,90.26370939,0.80882367,0.867382411,38.81082568,5.834345823,6.09E-08,1.001394308,0.115539825,0.052747298,0.0002,32
sample105,0.372591732,2422,2930307.659,0.477248856,0.803630748,0.098828949,0.430422855,52.87724715,64.71323876,6.666739514,29.14722337,3.43756023,0.540104148,0.656504993,0.246444848,4.568961629,136.2500413,0.936969292,1.423460096,0.21946938,0.568788715,0.799283579,0.511937031,96.65956805,0.602188442,0.885838268,28.64631114,3.867711305,7.43E-08,0.992132824,0.221955948,0.277213019,0.0002,8
sample106,0.483122992,2271,3019460.612,0.43021652,0.772055232,0.097802784,0.287956368,57.55805767,68.78168437,6.856891367,22.41329107,2.646254435,0.533861995,0.479172881,0.404925809,3.524906539,139.4874703,0.950972043,0.960928543,0.311426106,0.635510426,0.683099435,0.653790611,90.53118839,0.24015925,0.871234737,25.55741798,2.055260386,6.81E-08,0.994373869,0.196058159,0.02233547,0.0002,32
sample107,0.7038,625,1128872,0.003317042,0.635391767,0.097947934,0,37.13370697,59.78983187,6.932094566,5,0.5,0.527162866,0,0.803876961,3.15572125,184.118943,0.962525505,1.610122898,0.389200333,0.840744484,0.743317719,0.946904798,72.41937805,0.022434035,0.869602418,9.867698669,0.5,8.71E-08,1.000000902,0.167709455,0.316269822,0.0003,16
sample108,0.624688956,1156,2790194.612,0.10902912,0.455237718,0.098249595,0.155497271,60.63106469,64.67232918,6.453359501,12.00329971,1.700122236,0.542526598,0.170325697,0.589969833,3.660374807,127.0082325,0.952122668,1.40107604,0.359171338,0.732192565,0.754907055,0.79647838,81.77003942,0.215891212,0.85642624,15.64783648,1.563481668,7.12E-08,0.996162256,0.190116736,0.145529283,0.0002,8
sample109,0.204066023,10202,2682105.095,0.830769022,0.89646461,0.100734185,0.674457102,58.52347007,66.58716928,6.387986064,42.48580718,6.147880841,0.544061904,0.821036854,0.035045217,4.690657334,133.4636439,0.947088877,1.409198304,0,0.43599629,0.764276081,0.225600081,84.61200239,0.713515668,0.864325932,41.20315055,5.889673888,7.32E-08,1.018365892,0.217867745,0.048040704,0.0002,8
sample110,0.661230594,523,2824084,0,0.707108551,0.098411892,0,55.58026421,66.26901521,7.045510753,8.722387615,0.5,0.542253623,0.183422667,0.789315274,3.15572125,126.5862719,0.945225713,1.192311986,0.219720734,0.774430326,0.702601614,0.803672665,93.27160212,0.035741686,0.875227474,7.174834623,1.34426455,7.06E-08,1.000000923,0.107071962,0.399550393,0.0002,8
sample111,0.448153249,2130,2723445.059,0.47413662,0.429713398,0.098815921,0.437338709,55.30831229,66.41161214,6.882319216,22.62797678,3.873254366,0.533105094,0.303481063,0.374400092,4.108278765,138.689342,0.93957348,1.260439208,0.183764952,0.66856264,0.763538437,0.576691576,85.08700611,0.475125101,0.869585484,15.38356023,2.88554322,5.90E-08,1.007124029,0.199958942,0.175717264,0.0003,8
sample112,0.283341751,6977,2664145.551,0.592881289,0.484383791,0.099383632,0.636935641,56.60286759,62.61120364,6.666850484,41.23062387,5.575838348,0.538523158,0.714426821,0.170367216,5.257813251,125.5242951,0.95292289,1.244642309,0.102502526,0.483317657,0.601380172,0.379013146,72.46749014,0.580968158,0.876982593,33.05864075,5.771081927,7.54E-08,1.008293564,0.157384573,0.08505793,0.0002,16
sample113,0.265368201,4308,2869339.089,0.6378668,0.370196834,0.099797567,0.704291429,55.06865586,62.18330113,6.595824,30.39088307,5.375867764,0.519778098,0.663882126,0.175936457,5.014988499,126.2233897,0.952926342,0.953880341,0.073324529,0.48986366,0.95,0.279416806,83.98619967,0.639501302,0.860322207,32.75100645,5.37887416,7.60E-08,1.006643626,0.237508223,0.139417448,0.0002,16
sample114,0.662583678,703,936167,0.07381582,0.750918148,0.098450293,0.063839594,19.02749004,56.09521912,6.767537919,11.10104222,1.618216616,0.540295524,0.086722046,0.646214371,3.882960955,18.96760819,0.974616524,2.948114492,0.498576242,0.812958932,0.785146328,0.781931227,57.03331745,0.036949872,0.874045384,10.4850628,1.06246472,9.77E-08,1.000000873,0.145460284,0.244644465,0.0002,8
sample115,0.459686286,1708,2627922.244,0.466235592,0.658398996,0.099211086,0.365439281,56.32947278,58.85232503,6.753980929,21.79022186,3.110008596,0.554099166,0.322380524,0.387757315,4.160548758,153.956723,0.967999179,1.394216046,0.241088223,0.65576071,0.761169277,0.565005482,88.87281069,0.317146196,0.859956865,16.5955327,3.878019132,8.04E-08,1.003541124,0.196551757,0.194042673,0.0002,32
sample116,0.6672,751,236873,0,0.673209679,0.097820796,0.097129411,72.982,18.966,5.655770264,9.492615665,0.502242238,0.561693288,0,0.823315913,3.379365503,16.89999041,0.862453001,0.259872297,0.362403556,0.772412881,0.809203016,0.821162164,4.829580106,0.190959461,0.989014063,9.282465567,0.5,1.02E-07,1.000000853,0.130012274,0.248867589,0.0003,16
sample117,0.66731947,844,2979766,0.04979349,0.523232886,0.097802784,0.003068806,58.38763258,70.3878327,6.275199627,8.69776818,0.733196802,0.548469646,0,0.778996207,3.59961958,168.9477755,0.943056307,1.205526403,0.33869357,0.770644818,0.889343551,0.868880688,119.2249807,0.081463133,0.869612172,9.831277996,1.548369415,7.33E-08,1.00000092,0.299418762,0.352552532,0.0002,8
sample118,0.578492501,1407,2857658.424,0.2286746,0.694566376,0.098085896,0.220589214,52.87355324,58.420055,6.756594391,15.30226599,2.156127111,0.539740791,0.238184023,0.595056426,4.142382013,126.8442317,0.939352551,0.871443296,0.319223794,0.708502921,0.815535932,0.763096773,81.0761377,0.140030962,0.857496235,11.58754036,2.167166575,7.38E-08,1.000836181,0.171104276,0.230851204,0.0002,32
sample119,0.662761715,500,2906529,0.008092605,0.635952714,0.09889553,0.131627705,59.6478,66.709,6.555398173,12.60764089,1.277417937,0.540001844,0.10831256,0.696487842,3.31483496,179.3431497,0.944828012,1.118381566,0.409169385,0.79909332,0.788391954,0.842222258,101.1993257,0.120065049,0.876767166,9.012334931,1.240003152,6.66E-08,1.000000927,0.22034363,0.340818334,0.0002,8
sample120,0.543525304,1388,2584470.941,0.350412041,0.611477669,0.099018847,0.314197433,55.221717,69.28859609,6.483810778,14.16313882,1.69154517,0.546064036,0.251305673,0.612735026,3.961205442,135.5931635,0.929517657,1.366761489,0.259502016,0.737114708,0.8571539,0.724164645,81.81694489,0.244810478,0.876702277,14.9292573,2.62796593,5.71E-08,1.002905703,0.21387366,0.194502823,0.0002,16
sample121,0.294128457,4086,2772088.824,0.664746205,0.632695135,0.099462585,0.57247278,61.85456539,71.94991832,6.630334109,30.89985098,4.484978798,0.533864447,0.665237178,0.126532712,5.041446704,139.4616633,0.949168991,1.08082427,0.210401115,0.50719036,0.93442537,0.325459364,79.65100133,0.653240779,0.874548685,34.62302813,4.522806624,6.76E-08,1.001158894,0.158219974,0.165956327,0.0002,32
sample122,0.621857432,986,2753295.037,0.043149236,0.630282156,0.097802784,0.077211024,56.5952472,62.90492191,6.532099688,11.79324419,1.158490802,0.54970255,0.195123086,0.629442498,3.432165425,131.2476316,0.963470898,1.155951235,0.393896862,0.752602109,0.811258876,0.785806932,83.28482686,0.097332018,0.884147321,10.64369113,1.450243379,7.35E-08,1.006946154,0.12848887,0.22019143,0.0003,32
sample123,0.619006406,787,2489996.542,0.202380312,0.736239135,0.098571614,0.14377043,51.45715373,67.53693268,6.557430092,14.42607407,2.191135493,0.532553021,0.135434836,0.578620643,3.312532722,117.1388191,0.953775167,1.04754163,0.202414218,0.717597629,0.709330118,0.78653464,83.68379385,0.241790897,0.858685386,13.90981589,1.527629806,7.63E-08,1.000119905,0.226951731,0.292939426,0.0003,32
sample124,0.312124302,3486,2674524.515,0.607131586,0.9,0.098212133,0.586581118,59.22088497,67.18376864,6.605177973,36.78493349,4.456436289,0.528687595,0.59134073,0.207243835,3.908000314,118.3901288,0.950680695,1.412353008,0.148464725,0.455317451,0.679481313,0.413675349,81.80787071,0.616422247,0.863231803,33.39448232,5.241392631,6.07E-08,1.008143064,0.253114514,0,0.0002,32
sample125,0.256318626,8474,2851955.431,0.541897952,0.9,0.100236285,0.698504004,58.39137475,61.65986847,6.54334751,30.99059288,5.759069058,0.541385272,0.818572136,0.173586692,4.510519837,114.4776596,0.929115798,1.025767921,0.04417881,0.498399577,0.831250927,0.377587077,81.38230855,0.673172166,0.857214719,35.05116888,4.714147116,5.96E-08,1.015874363,0.184497559,0,0.0003,16
sample126,0.255170857,8090,2808970.578,0.769459381,0.598441664,0.09993054,0.563486796,50.62900613,61.59957919,6.39119929,37.34118777,6.074008176,0.518105624,0.65183766,0.167057988,4.296037918,122.6913169,0.937104143,1.190428244,0.034250981,0.462704357,0.676891469,0.28411118,95.38388617,0.626677396,0.853432128,37.83518704,5.614433164,6.79E-08,0.993075485,0.154160862,0.096761911,0.0003,16
sample127,0.2501,4828,2798090.319,0.670347668,0.692921719,0.099508516,0.722739934,49.77584318,62.33750671,6.35153399,32.92449097,6.452085647,0.513427093,0.669760604,0.016711387,4.991565924,138.2322625,0.948560943,1.469677736,0.215254833,0.470885375,0.903604665,0.304767221,86.77829941,0.724792401,0.878701304,33.33367878,5.038644246,7.03E-08,0.995133239,0.119915044,0.076277268,0.0002,8
sample128,0.661112815,766,3038744.435,0,0.672641685,0.097880371,0.094467983,61.45572852,61.91238155,6.638847039,9.347319785,0.555354263,0.542338833,0.056091833,0.643775839,3.15572125,119.2596897,0.945399083,1.507854686,0.328968438,0.803772294,0.766788404,0.845840087,97.77911222,0.179351225,0.868222852,6.252735794,0.695426026,7.14E-08,0.996170368,0.148419453,0.246932183,0.0002,32
sample129,0.614840797,726,2894037.976,0.221147089,0.698875114,0.09813187,0.207905239,54.67077774,63.3435611,6.949023031,15.23780815,1.503695042,0.541978061,0.010403183,0.621715023,3.359918401,133.8660713,0.935217757,1.168392212,0.331167669,0.75496289,0.808224987,0.74625557,80.8097277,0.248881369,0.865826101,9.252524739,1.092587069,6.40E-08,0.992441163,0.164831307,0.124268768,0.0002,8
sample130,0.365997006,3809,2777236.319,0.553005018,0.307488487,0.099617293,0.480953537,61.16107021,62.2419587,6.70695447,22.2264994,4.03191281,0.531824971,0.582195771,0.268594429,4.580708527,124.0439573,0.941911648,0.990737329,0.119011652,0.566823851,0.765755804,0.472018887,85.53415928,0.529735177,0.857058118,32.54935022,4.042146687,9.98E-08,0.996444497,0.196840575,0.166251151,0.0003,16
sample131,0.365687825,4417,2698891.178,0.506443004,0.9,0.098548623,0.530370097,52.04182701,64.55842373,6.874973657,26.41339823,4.689629135,0.526283759,0.588892173,0.302328218,4.305454495,126.1165849,0.931168104,1.435527358,0.318363343,0.544729158,0.95,0.425129509,84.16794606,0.46093708,0.879077519,29.44550178,4.298621742,8.24E-08,1.00313075,0.201546118,0.344216281,0.0002,16
sample132,0.616145877,915,2618945.294,0.15791754,0.51327637,0.097802784,0.194938489,56.78089722,62.37465528,6.66470006,16.41066326,1.530644662,0.534500421,0.163940706,0.728968781,3.15572125,115.9775816,0.952011501,1.051093805,0.255352541,0.714990428,0.775236699,0.811321056,85.73483887,0.135731358,0.87780771,11.33804017,2.129787365,8.33E-08,1.00033391,0.145467238,0.367360623,0.0002,32
sample133,0.247295373,5185,2595730.916,0.559604294,0.3,0.099279354,0.750596778,57.5202725,67.02465627,6.595897706,35.36743648,5.870375456,0.541520965,0.713997374,0.087169382,4.966631357,131.323129,0.953107722,1.32676153,0,0.46721243,0.671608932,0.361499545,85.02996764,0.696307722,0.878442932,36.82906275,6.338095062,7.79E-08,1.010619832,0.138560822,0.131912436,0.0003,16
sample134,0.658773679,816,2828701,0.032083545,0.471146967,0.098573349,0.065212549,55.35454182,66.80832333,6.839297508,6.097830196,0.5,0.537740459,0.108606229,0.53340781,3.394321631,126.7680196,0.947074202,1.206916743,0.287945249,0.76196494,0.766737562,0.82978701,94.03359932,0.120252123,0.871845348,6.419864227,1.592992952,6.43E-08,1.000000928,0.134031374,0.344538158,0.0002,8
sample135,0.7111,526,1146845,0,0.565577356,0.099277432,0.003227176,34.92273819,61.75260208,6.758646498,5,0.5,0.532758579,0.031537062,0.792235076,3.920784282,133.1529489,0.963325037,1.768263466,0.419196881,0.815106439,0.759740337,0.935051013,74.90981797,0,0.876699256,7.023611458,0.5,8.74E-08,1.000000898,0.22621146,0.381443233,0.0003,16
sample136,0.439815844,2494,3044574.294,0.335737128,0.642945762,0.098893954,0.323717671,59.58867675,64.17235808,6.363908457,20.47957361,3.044126711,0.533604248,0.399258302,0.3982497,4.183988023,124.4632008,0.941217309,0.856128766,0.17550048,0.630256087,0.824159335,0.548994095,84.35937277,0.484257244,0.885171809,28.07233952,5.092038546,7.17E-08,1.00090111,0.19922709,0.137492469,0.0002,16
